event_id,team,team_id,score_for,score_against,win,draw,loose,local
11972579,Güemes,224646,1,1,False,True,False,Home
11972579,Gimnasia J.,5292,1,1,False,True,False,Away
11972571,San Martín,7772,0,0,False,True,False,Home
11972571,SM Tucumán,23950,0,0,False,True,False,Away
11972581,Defensores,52215,2,3,False,False,True,Home
11972581,Deportivo Madryn,222120,3,2,True,False,False,Away
11972576,Patronato,43741,0,1,False,False,True,Home
11972576,San Miguel,264945,1,0,True,False,False,Away
11972597,SM Tucumán,23950,0,0,False,True,False,Home
11972597,Guillermo Brown,53801,0,0,False,True,False,Away
11972604,Atlanta,53799,3,0,True,False,False,Home
11972604,Almagro,4938,0,3,False,False,True,Away
11972595,Estudiantes B.A.,93107,1,1,False,True,False,Home
11972595,All Boys,36834,1,1,False,True,False,Away
11972605,Def. Unidos,93515,3,2,True,False,False,Home
11972605,Defensores,52215,2,3,False,False,True,Away
11972602,Colón,3207,0,0,False,True,False,Home
11972602,Temperley,112499,0,0,False,True,False,Away
11972594,Talleres R.E.,201162,1,0,True,False,False,Home
11972594,Tristán Suárez,93513,0,1,False,False,True,Away
11972599,Mitre,255425,0,1,False,False,True,Home
11972599,Gimnasia Mendoza,188441,1,0,True,False,False,Away
11972598,Arsenal,3221,0,0,False,True,False,Home
11972598,San Martín,7772,0,0,False,True,False,Away
11972606,Deportivo Madryn,222120,1,0,True,False,False,Home
11972606,Chaco For Ever,252726,0,1,False,False,True,Away
11972592,San Miguel,264945,2,0,True,False,False,Home
11972592,Racing de Córdoba,273657,0,2,False,False,True,Away
11972596,Chacarita Jrs.,3214,2,1,True,False,False,Home
11972596,Agropecuario,265787,1,2,False,False,True,Away
11972600,Aldosivi,36836,0,0,False,True,False,Home
11972600,Nueva Chicago,3200,0,0,False,True,False,Away
11972608,Gimnasia y Tiro,222126,0,0,False,True,False,Home
11972608,Gimnasia J.,5292,0,0,False,True,False,Away
11972607,Atlético Rafaela,34976,1,2,False,False,True,Home
11972607,San Telmo,213361,2,1,True,False,False,Away
11972601,Estudiantes R.C.,266694,2,0,True,False,False,Home
11972601,Dep. Morón,93109,0,2,False,False,True,Away
11972603,Almirante Brown,43740,1,2,False,False,True,Home
11972603,Brown de Adrogué,107201,2,1,True,False,False,Away
11972590,Deportivo Maipú,213042,1,1,False,True,False,Home
11972590,Güemes,224646,1,1,False,True,False,Away
12262054,Quilmes,4936,2,2,False,True,False,Home
12262054,Patronato,43741,2,2,False,True,False,Away
12245548,Ferro Carril Oeste,36841,3,0,True,False,False,Home
12245548,Alvarado,273715,0,3,False,False,True,Away
11972612,Tristán Suárez,93513,0,1,False,False,True,Home
11972612,Estudiantes B.A.,93107,1,0,True,False,False,Away
11972621,Almagro,4938,1,0,True,False,False,Home
11972621,Almirante Brown,43740,0,1,False,False,True,Away
11972613,Patronato,43741,1,1,False,True,False,Home
11972613,Talleres R.E.,201162,1,1,False,True,False,Away
11972625,Nueva Chicago,3200,1,0,True,False,False,Home
11972625,Mitre,255425,0,1,False,False,True,Away
11972610,Agropecuario,265787,0,1,False,False,True,Home
11972610,SM Tucumán,23950,1,0,True,False,False,Away
11972620,Defensores,52215,2,0,True,False,False,Home
11972620,Atlanta,53799,0,2,False,False,True,Away
11972622,Brown de Adrogué,107201,0,4,False,False,True,Home
11972622,Colón,3207,4,0,True,False,False,Away
11972609,Guillermo Brown,53801,2,0,True,False,False,Home
11972609,Arsenal,3221,0,2,False,False,True,Away
11972624,Dep. Morón,93109,2,1,True,False,False,Home
11972624,Aldosivi,36836,1,2,False,False,True,Away
11972615,Alvarado,273715,1,0,True,False,False,Home
11972615,San Miguel,264945,0,1,False,False,True,Away
11972618,San Telmo,213361,2,1,True,False,False,Home
11972618,Deportivo Madryn,222120,1,2,False,False,True,Away
11972623,Temperley,112499,0,1,False,False,True,Home
11972623,Estudiantes R.C.,266694,1,0,True,False,False,Away
11972617,Gimnasia J.,5292,2,0,True,False,False,Home
11972617,Deportivo Maipú,213042,0,2,False,False,True,Away
11972627,San Martín,7772,2,1,True,False,False,Home
11972627,Atlético Rafaela,34976,1,2,False,False,True,Away
11972619,Chaco For Ever,252726,3,0,True,False,False,Home
11972619,Def. Unidos,93515,0,3,False,False,True,Away
11972626,Gimnasia Mendoza,188441,0,0,False,True,False,Home
11972626,Gimnasia y Tiro,222126,0,0,False,True,False,Away
11972616,Güemes,224646,1,3,False,False,True,Home
11972616,Ferro Carril Oeste,36841,3,1,True,False,False,Away
11972611,All Boys,36834,0,0,False,True,False,Home
11972611,Chacarita Jrs.,3214,0,0,False,True,False,Away
11972614,Racing de Córdoba,273657,1,0,True,False,False,Home
11972614,Quilmes,4936,0,1,False,False,True,Away
11972641,Colón,3207,3,0,True,False,False,Home
