player,id,jersey,position,substitute,minutes,order,line,lat,pos,local,team,formation,defense,midfield,attack,averageX,averageY,pointsCount,event_id
Pablo Cáceres,1467900,7,F,False,71,10,ata,1/2,ATA,Home,Dep. Morón,4-1-3-2,4,4,2,78.081081081081,45.783783783784,37.0,11972429
Ezequiel Rescaldani,147350,9,F,False,90,11,ata,2/2,ATA,Home,Dep. Morón,4-1-3-2,4,4,2,64.537037037037,42.851851851852,54.0,11972429
Agustín Curruhinca,1007942,16,M,True,44,12,,,SUS,Home,Dep. Morón,4-1-3-2,4,4,2,67.194444444444,61.75,36.0,11972429
Santiago Sala,1092609,20,M,True,44,13,,,SUS,Home,Dep. Morón,4-1-3-2,4,4,2,58.907407407407,24.759259259259,54.0,11972429
Jonathan Canete,358932,15,M,True,19,14,,,SUS,Home,Dep. Morón,4-1-3-2,4,4,2,58.736842105263,47.789473684211,19.0,11972429
Matías Sebastián Romero,1597532,19,F,True,19,15,,,SUS,Home,Dep. Morón,4-1-3-2,4,4,2,73.421052631579,59.631578947368,19.0,11972429
Agustín Rufinetti,974632,12,G,True,0,16,,,SUS,Home,Dep. Morón,4-1-3-2,4,4,2,,,,11972429
Sebastian Facundo Ezequiel Lopez,1597475,13,D,True,0,17,,,SUS,Home,Dep. Morón,4-1-3-2,4,4,2,,,,11972429
Sergio Ulibarri,1128910,17,D,True,0,18,,,SUS,Home,Dep. Morón,4-1-3-2,4,4,2,,,,11972429
Gonzalo Berterame,984928,18,M,True,0,19,,,SUS,Home,Dep. Morón,4-1-3-2,4,4,2,,,,11972429
Julian Vitale,796601,14,M,True,0,20,,,SUS,Home,Dep. Morón,4-1-3-2,4,4,2,,,,11972429
Ignacio Pietrobono,1092476,1,G,False,90,1,por,1/1,POR,Away,Defensores,4-4-2,4,4,2,9.625,51.625,48.0,11972429
Agustín Massaccesi,1650441,4,D,False,90,2,def,1/4,DEF,Away,Defensores,4-4-2,4,4,2,31.333333333333,18.087719298246,57.0,11972429
Facundo Omar Laumann,340755,2,D,False,90,3,def,2/4,DEF,Away,Defensores,4-4-2,4,4,2,24.628571428571,41.8,35.0,11972429
Juan De Tomasso,933172,6,D,False,90,4,def,3/4,DEF,Away,Defensores,4-4-2,4,4,2,26.516129032258,69.225806451613,62.0,11972429
Sergio Sánchez,1066572,3,D,False,90,5,def,4/4,DEF,Away,Defensores,4-4-2,4,4,2,40.484848484848,86.106060606061,66.0,11972429
Brian Gómez,1021878,10,M,False,75,6,mid_1,1/4,MED,Away,Defensores,4-4-2,4,4,2,54.15,25.225,40.0,11972429
Ignacio Gutierrez,1469419,5,M,False,90,7,mid_1,2/4,MED,Away,Defensores,4-4-2,4,4,2,38.971428571429,49.628571428571,35.0,11972429
Agustín Benítez,1182905,8,M,False,75,8,mid_1,3/4,MED,Away,Defensores,4-4-2,4,4,2,44.986111111111,55.055555555556,72.0,11972429
Patricio Moyano,1506776,11,M,False,66,9,mid_1,4/4,MED,Away,Defensores,4-4-2,4,4,2,62.594594594595,72.72972972973,37.0,11972429
Patricio Moyano,1506776,11,M,False,66,9,mid_1,4/4,MED,Away,Defensores,4-4-2,4,4,2,62.594594594595,72.72972972973,37.0,11972429
Patricio Moyano,1506776,11,M,False,66,9,mid_1,4/4,MED,Away,Defensores,4-4-2,4,4,2,62.594594594595,72.72972972973,37.0,11972429
Patricio Moyano,1506776,11,M,False,66,9,mid_1,4/4,MED,Away,Defensores,4-4-2,4,4,2,62.594594594595,72.72972972973,37.0,11972429
Patricio Moyano,1506776,11,M,False,66,9,mid_1,4/4,MED,Away,Defensores,4-4-2,4,4,2,62.594594594595,72.72972972973,37.0,11972429
Ezequiel Aguirre,896922,7,F,False,71,10,ata,1/2,ATA,Away,Defensores,4-4-2,4,4,2,65.76,45.74,50.0,11972429
Angel David Sayago,1133806,9,F,False,71,11,ata,2/2,ATA,Away,Defensores,4-4-2,4,4,2,65.131147540984,61.147540983607,61.0,11972429
Antú Hernández,1465695,17,M,True,24,12,,,SUS,Away,Defensores,4-4-2,4,4,2,49.548387096774,65.225806451613,31.0,11972429
Facundo Pereyra,577578,19,F,True,19,13,,,SUS,Away,Defensores,4-4-2,4,4,2,69.777777777778,38.111111111111,9.0,11972429
Gonzalo Aquilino,941474,20,F,True,19,14,,,SUS,Away,Defensores,4-4-2,4,4,2,67.666666666667,49.866666666667,15.0,11972429
Gustavo Mendoza,1468116,15,M,True,15,15,,,SUS,Away,Defensores,4-4-2,4,4,2,61.583333333333,20.5,12.0,11972429
Nicolás Borsotti,1654479,16,M,True,15,16,,,SUS,Away,Defensores,4-4-2,4,4,2,51.176470588235,41.705882352941,17.0,11972429
Alexis Nocetti,986428,12,G,True,0,17,,,SUS,Away,Defensores,4-4-2,4,4,2,,,,11972429
Matías Barbero,1650461,14,D,True,0,18,,,SUS,Away,Defensores,4-4-2,4,4,2,,,,11972429
Santiago Ariel Pérez,1654549,13,D,True,0,19,,,SUS,Away,Defensores,4-4-2,4,4,2,,,,11972429
Paulo Emanuel  Oballes,1799541,18,F,True,0,20,,,SUS,Away,Defensores,4-4-2,4,4,2,,,,11972429
Tomas Sultani,990069,1,G,False,90,1,por,1/1,POR,Home,Arsenal,4-4-2,4,4,2,6.7954545454545,51.227272727273,44.0,11972422
Alexis Sosa,850892,2,D,False,23,2,def,1/4,DEF,Home,Arsenal,4-4-2,4,4,2,39.45,22.25,20.0,11972422
Agustin Alvarez,1086907,6,D,False,90,3,def,2/4,DEF,Home,Arsenal,4-4-2,4,4,2,24.975609756098,37.475609756098,82.0,11972422
Iván Cabrera,1182248,3,D,False,90,4,def,3/4,DEF,Home,Arsenal,4-4-2,4,4,2,31.202380952381,75.22619047619,84.0,11972422
Valentín Serrano,1613988,11,D,False,75,5,def,4/4,DEF,Home,Arsenal,4-4-2,4,4,2,47.204081632653,86.061224489796,49.0,11972422
Abel Amaya,1114485,4,M,False,90,6,mid_1,1/4,MED,Home,Arsenal,4-4-2,4,4,2,46.145161290323,16.08064516129,62.0,11972422
Matteo Trombini,1185974,8,M,False,75,7,mid_1,2/4,MED,Home,Arsenal,4-4-2,4,4,2,51.11320754717,45.245283018868,53.0,11972422
Nicolás Domingo,34116,5,M,False,90,8,mid_1,3/4,MED,Home,Arsenal,4-4-2,4,4,2,44.283018867925,48.811320754717,53.0,11972422
Juan Pablo Krilanovich,1003022,10,M,False,61,9,mid_1,4/4,MED,Home,Arsenal,4-4-2,4,4,2,56.268292682927,64.560975609756,41.0,11972422
Ignacio Sabatini,1653801,7,F,False,61,10,ata,1/2,ATA,Home,Arsenal,4-4-2,4,4,2,79.605263157895,49.052631578947,38.0,11972422
Ignacio Sabatini,1653801,7,F,False,61,10,ata,1/2,ATA,Home,Arsenal,4-4-2,4,4,2,79.605263157895,49.052631578947,38.0,11972422
Ignacio Sabatini,1653801,7,F,False,61,10,ata,1/2,ATA,Home,Arsenal,4-4-2,4,4,2,79.605263157895,49.052631578947,38.0,11972422
Ignacio Sabatini,1653801,7,F,False,61,10,ata,1/2,ATA,Home,Arsenal,4-4-2,4,4,2,79.605263157895,49.052631578947,38.0,11972422
Ignacio Sabatini,1653801,7,F,False,61,10,ata,1/2,ATA,Home,Arsenal,4-4-2,4,4,2,79.605263157895,49.052631578947,38.0,11972422
Tomás Ortiz,966177,9,F,False,90,11,ata,2/2,ATA,Home,Arsenal,4-4-2,4,4,2,61.909090909091,61.727272727273,66.0,11972422
Kevin Axel Pavía,1597542,18,M,True,67,12,,,SUS,Home,Arsenal,4-4-2,4,4,2,60.75,22.5,48.0,11972422
Facundo Román Brestt,1799917,19,M,True,29,13,,,SUS,Home,Arsenal,4-4-2,4,4,2,52.0,70.535714285714,28.0,11972422
Juan Peinipil,1117060,20,F,True,29,14,,,SUS,Home,Arsenal,4-4-2,4,4,2,55.692307692308,66.961538461538,26.0,11972422
Camilo Saiz,247739,13,D,True,15,15,,,SUS,Home,Arsenal,4-4-2,4,4,2,23.833333333333,65.583333333333,12.0,11972422
Matías Benítez,1065603,17,F,True,15,16,,,SUS,Home,Arsenal,4-4-2,4,4,2,57.117647058824,41.823529411765,17.0,11972422
Facundo Masuero,1086974,12,G,True,0,17,,,SUS,Home,Arsenal,4-4-2,4,4,2,,,,11972422
Gastón Díaz,80879,15,D,True,0,18,,,SUS,Home,Arsenal,4-4-2,4,4,2,,,,11972422
Valentín Andrés Sánchez,1654490,14,M,True,0,19,,,SUS,Home,Arsenal,4-4-2,4,4,2,,,,11972422
Nahuel Frascone,1426170,16,M,True,0,20,,,SUS,Home,Arsenal,4-4-2,4,4,2,,,,11972422
Gonzalo Rehak,830692,1,G,False,90,1,por,1/1,POR,Away,Deportivo Maipú,4-3-3,4,3,3,9.4393939393939,48.5,66.0,11972422
Felipe Coronel,1117027,4,D,False,73,2,def,1/4,DEF,Away,Deportivo Maipú,4-3-3,4,3,3,44.163265306122,12.979591836735,49.0,11972422
Patricio Ostachuk,1093193,2,D,False,90,3,def,2/4,DEF,Away,Deportivo Maipú,4-3-3,4,3,3,35.75,26.5,124.0,11972422
Alejandro Prieto,924015,6,D,False,90,4,def,3/4,DEF,Away,Deportivo Maipú,4-3-3,4,3,3,26.636363636364,61.036363636364,55.0,11972422
Matías Viguet,989395,3,D,False,57,5,def,4/4,DEF,Away,Deportivo Maipú,4-3-3,4,3,3,39.983606557377,80.16393442623,61.0,11972422
Alan Ortíz,1066569,10,M,False,57,6,mid_1,1/3,MED,Away,Deportivo Maipú,4-3-3,4,3,3,52.288888888889,38.466666666667,45.0,11972422
Rodrigo Rámirez,1087336,5,M,False,90,7,mid_1,2/3,MED,Away,Deportivo Maipú,4-3-3,4,3,3,41.010101010101,47.535353535354,99.0,11972422
Nicolás Del Priore,941471,8,M,False,84,8,mid_1,3/3,MED,Away,Deportivo Maipú,4-3-3,4,3,3,48.771929824561,54.649122807018,57.0,11972422
Misael Sosa,1650465,7,F,False,84,9,ata,1/3,ATA,Away,Deportivo Maipú,4-3-3,4,3,3,58.86,26.1,50.0,11972422
Ezequiel Almirón,1131025,9,F,False,90,10,ata,2/3,ATA,Away,Deportivo Maipú,4-3-3,4,3,3,60.8125,49.0625,32.0,11972422
Emiliano Osuna,800242,11,F,False,90,11,ata,3/3,ATA,Away,Deportivo Maipú,4-3-3,4,3,3,61.088607594937,77.873417721519,79.0,11972422
Leandro Vega,988200,13,D,True,33,12,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,43.368421052632,75.052631578947,38.0,11972422
Luciano Ortega,1110186,19,M,True,33,13,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,66.785714285714,35.464285714286,28.0,11972422
Federico Rasic,1392678,20,F,True,17,14,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,69.666666666667,51.066666666667,15.0,11972422
Luciano Paredes,1201019,14,M,True,6,15,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,63.9375,16.625,16.0,11972422
Luciano Paredes,1201019,14,M,True,6,15,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,63.9375,16.625,16.0,11972422
Luciano Paredes,1201019,14,M,True,6,15,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,63.9375,16.625,16.0,11972422
Luciano Paredes,1201019,14,M,True,6,15,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,63.9375,16.625,16.0,11972422
Luciano Paredes,1201019,14,M,True,6,15,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,63.9375,16.625,16.0,11972422
Fausto Montero,249331,18,M,True,6,16,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,47.076923076923,47.615384615385,13.0,11972422
Juan Pablo Noce,860070,12,G,True,0,17,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,,,,11972422
Gastón Mansilla,1128477,15,M,True,0,18,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,,,,11972422
Andrés Lioi,922452,16,M,True,0,19,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,,,,11972422
Juan Cruz Arno,1657209,17,M,True,0,20,,,SUS,Away,Deportivo Maipú,4-3-3,4,3,3,,,,11972422
Federico Abadía,940700,1,G,False,90,1,por,1/1,POR,Home,Gimnasia y Tiro,5-3-2,5,3,2,5.2608695652174,43.652173913043,23.0,11972432
Juan Francisco Galetto,1597534,4,D,False,59,2,def,1/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,50.673913043478,17.760869565217,46.0,11972432
Juan Francisco Galetto,1597534,4,D,False,59,2,def,1/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,50.673913043478,17.760869565217,46.0,11972432
Juan Francisco Galetto,1597534,4,D,False,59,2,def,1/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,50.673913043478,17.760869565217,46.0,11972432
Juan Francisco Galetto,1597534,4,D,False,59,2,def,1/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,50.673913043478,17.760869565217,46.0,11972432
Juan Francisco Galetto,1597534,4,D,False,59,2,def,1/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,50.673913043478,17.760869565217,46.0,11972432
Juan Francisco Galetto,1597534,4,D,False,59,2,def,1/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,50.673913043478,17.760869565217,46.0,11972432
Juan Francisco Galetto,1597534,4,D,False,59,2,def,1/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,50.673913043478,17.760869565217,46.0,11972432
Ezequiel Nicolás Neira,1654511,2,D,False,90,3,def,2/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,21.081081081081,26.837837837838,37.0,11972432
Daniel Abello,941528,6,D,False,90,4,def,3/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,33.391304347826,59.130434782609,46.0,11972432
Ignacio Sanabria,897148,3,D,False,90,5,def,4/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,33.290909090909,82.309090909091,55.0,11972432
Facundo Heredia,1110009,11,D,False,90,6,def,5/5,DEF,Home,Gimnasia y Tiro,5-3-2,5,3,2,51.358490566038,87.735849056604,53.0,11972432
Ariel Cháves,885005,8,M,False,66,7,mid_1,1/3,MED,Home,Gimnasia y Tiro,5-3-2,5,3,2,45.64,42.2,25.0,11972432
Matías Birge,1197976,5,M,False,90,8,mid_1,2/3,MED,Home,Gimnasia y Tiro,5-3-2,5,3,2,42.112903225806,53.951612903226,62.0,11972432
Walter Busse,122613,10,M,False,90,9,mid_1,3/3,MED,Home,Gimnasia y Tiro,5-3-2,5,3,2,57.270833333333,55.916666666667,48.0,11972432
Fabricio Rojas,1627952,7,F,False,90,10,ata,1/2,ATA,Home,Gimnasia y Tiro,5-3-2,5,3,2,70.326923076923,40.076923076923,52.0,11972432
Lautaro Gordillo,1182428,9,F,False,66,11,ata,2/2,ATA,Home,Gimnasia y Tiro,5-3-2,5,3,2,66.196428571429,46.839285714286,56.0,11972432
Raúl Chamorro,1018456,14,D,True,31,12,,,SUS,Home,Gimnasia y Tiro,5-3-2,5,3,2,40.833333333333,16.416666666667,24.0,11972432
Martín Esparza,1638680,16,M,True,24,13,,,SUS,Home,Gimnasia y Tiro,5-3-2,5,3,2,49.64,32.64,25.0,11972432
Tomas Attis,864074,20,F,True,24,14,,,SUS,Home,Gimnasia y Tiro,5-3-2,5,3,2,69.190476190476,58.809523809524,21.0,11972432
Guido Milan,251029,13,D,True,1,15,,,SUS,Home,Gimnasia y Tiro,5-3-2,5,3,2,,,,11972432
Federico Cosentino,896983,12,G,True,0,16,,,SUS,Home,Gimnasia y Tiro,5-3-2,5,3,2,,,,11972432
Agustín Araujo,859971,18,M,True,0,17,,,SUS,Home,Gimnasia y Tiro,5-3-2,5,3,2,,,,11972432
Ruben Villarreal,1197979,15,M,True,0,18,,,SUS,Home,Gimnasia y Tiro,5-3-2,5,3,2,,,,11972432
Maximiliano Ibáñez,1638681,19,F,True,0,19,,,SUS,Home,Gimnasia y Tiro,5-3-2,5,3,2,,,,11972432
Brian Duarte,974638,17,F,True,0,20,,,SUS,Home,Gimnasia y Tiro,5-3-2,5,3,2,,,,11972432
Mayco  Bergia,1597451,1,G,False,90,1,por,1/1,POR,Away,Atlético Rafaela,4-2-3-1,4,5,1,4.8857142857143,49.714285714286,35.0,11972432
Ayrton Portillo,1092590,4,D,False,90,2,def,1/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,43.987012987013,12.012987012987,77.0,11972432
Kevin Jappert,1218007,2,D,False,90,3,def,2/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,33.116666666667,35.083333333333,60.0,11972432
Francisco Oliver,932883,6,D,False,90,4,def,3/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,25.746835443038,70.949367088608,79.0,11972432
Franco Quiroz,895351,3,D,False,90,5,def,4/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.546511627907,83.953488372093,86.0,11972432
Franco Quiroz,895351,3,D,False,90,5,def,4/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.546511627907,83.953488372093,86.0,11972432
Franco Quiroz,895351,3,D,False,90,5,def,4/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.546511627907,83.953488372093,86.0,11972432
Franco Quiroz,895351,3,D,False,90,5,def,4/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.546511627907,83.953488372093,86.0,11972432
Franco Quiroz,895351,3,D,False,90,5,def,4/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.546511627907,83.953488372093,86.0,11972432
Franco Quiroz,895351,3,D,False,90,5,def,4/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.546511627907,83.953488372093,86.0,11972432
Franco Quiroz,895351,3,D,False,90,5,def,4/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.546511627907,83.953488372093,86.0,11972432
Franco Quiroz,895351,3,D,False,90,5,def,4/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.546511627907,83.953488372093,86.0,11972432
Juan Capurro,333761,8,M,False,89,6,mid_0,1/2,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,46.838235294118,35.764705882353,68.0,11972432
Matias Fissore,248093,5,M,False,90,7,mid_0,2/2,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,42.0,47.627118644068,59.0,11972432
Augusto Berrondo,1197692,7,M,False,79,8,mid_2,1/3,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,54.314285714286,18.485714285714,35.0,11972432
Juan Daniel Galeano,828869,10,M,False,90,9,mid_2,2/3,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,56.950819672131,53.147540983607,61.0,11972432
Gianluca Pugliese,941539,11,M,False,90,10,mid_2,3/3,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,59.347826086957,82.304347826087,46.0,11972432
Nazareno Fúnez,1117089,9,F,False,71,11,ata,1/1,ATA,Away,Atlético Rafaela,4-2-3-1,4,5,1,74.131578947368,55.473684210526,38.0,11972432
Lucas Albertengo,248105,18,F,True,19,12,,,SUS,Away,Atlético Rafaela,4-2-3-1,4,5,1,70.066666666667,41.733333333333,15.0,11972432
Bautista Tomatis,1131065,17,M,True,11,13,,,SUS,Away,Atlético Rafaela,4-2-3-1,4,5,1,43.333333333333,13.166666666667,6.0,11972432
Patricio Vidal,250237,20,F,True,1,14,,,SUS,Away,Atlético Rafaela,4-2-3-1,4,5,1,,,,11972432
Agustin Grinovero,1127423,12,G,True,0,15,,,SUS,Away,Atlético Rafaela,4-2-3-1,4,5,1,,,,11972432
Nicolas Kozlovsky,1510239,15,D,True,0,16,,,SUS,Away,Atlético Rafaela,4-2-3-1,4,5,1,,,,11972432
Rodrigo Colombo,584002,13,D,True,0,17,,,SUS,Away,Atlético Rafaela,4-2-3-1,4,5,1,,,,11972432
Iván Bravo,1653802,14,M,True,0,18,,,SUS,Away,Atlético Rafaela,4-2-3-1,4,5,1,,,,11972432
Lisandro Merlino,1561867,16,M,True,0,19,,,SUS,Away,Atlético Rafaela,4-2-3-1,4,5,1,,,,11972432
Gino Albertengo,1105865,19,F,True,0,20,,,SUS,Away,Atlético Rafaela,4-2-3-1,4,5,1,,,,11972432
Sebastian Giovini,174963,1,G,False,90,1,por,1/1,POR,Home,Guillermo Brown,4-1-4-1,4,5,1,11.155555555556,51.022222222222,45.0,11972424
Federico Torres,1008024,4,D,False,90,2,def,1/4,DEF,Home,Guillermo Brown,4-1-4-1,4,5,1,43.636363636364,14.393939393939,66.0,11972424
Nicolás Bazzana,875380,2,D,False,90,3,def,2/4,DEF,Home,Guillermo Brown,4-1-4-1,4,5,1,31.518518518519,36.166666666667,54.0,11972424
Román Riquelme,1117101,6,D,False,85,4,def,3/4,DEF,Home,Guillermo Brown,4-1-4-1,4,5,1,33.028169014085,68.633802816901,71.0,11972424
Román Riquelme,1117101,6,D,False,85,4,def,3/4,DEF,Home,Guillermo Brown,4-1-4-1,4,5,1,33.028169014085,68.633802816901,71.0,11972424
Román Riquelme,1117101,6,D,False,85,4,def,3/4,DEF,Home,Guillermo Brown,4-1-4-1,4,5,1,33.028169014085,68.633802816901,71.0,11972424
Román Riquelme,1117101,6,D,False,85,4,def,3/4,DEF,Home,Guillermo Brown,4-1-4-1,4,5,1,33.028169014085,68.633802816901,71.0,11972424
Román Riquelme,1117101,6,D,False,85,4,def,3/4,DEF,Home,Guillermo Brown,4-1-4-1,4,5,1,33.028169014085,68.633802816901,71.0,11972424
Cristian Gorgerino,871852,3,D,False,90,5,def,4/4,DEF,Home,Guillermo Brown,4-1-4-1,4,5,1,41.48,85.88,50.0,11972424
Federico Marín,860053,5,M,False,90,6,mid_0,1/1,MED,Home,Guillermo Brown,4-1-4-1,4,5,1,42.692307692308,44.173076923077,52.0,11972424
Mauro Fernández,174509,11,M,False,82,7,mid_2,1/4,MED,Home,Guillermo Brown,4-1-4-1,4,5,1,65.261904761905,39.595238095238,42.0,11972424
Francisco Funes,1654396,8,M,False,75,8,mid_2,2/4,MED,Home,Guillermo Brown,4-1-4-1,4,5,1,51.338983050847,41.745762711864,59.0,11972424
Maximiliano Luayza,1065604,10,M,False,82,9,mid_2,3/4,MED,Home,Guillermo Brown,4-1-4-1,4,5,1,51.966666666667,58.733333333333,60.0,11972424
Camilo Machado,971173,7,M,False,68,10,mid_2,4/4,MED,Home,Guillermo Brown,4-1-4-1,4,5,1,61.4,70.65,20.0,11972424
Mario Galeano,1103048,9,F,False,68,11,ata,1/1,ATA,Home,Guillermo Brown,4-1-4-1,4,5,1,59.923076923077,49.820512820513,39.0,11972424
Marcos Pinto,155698,14,M,True,22,12,,,SUS,Home,Guillermo Brown,4-1-4-1,4,5,1,52.0,76.6,10.0,11972424
Hugo Sandoval,926420,20,F,True,22,13,,,SUS,Home,Guillermo Brown,4-1-4-1,4,5,1,69.692307692308,36.076923076923,26.0,11972424
Renzo Perez,843002,16,M,True,15,14,,,SUS,Home,Guillermo Brown,4-1-4-1,4,5,1,62.0,27.666666666667,9.0,11972424
Santiago Carrera,155978,13,M,True,8,15,,,SUS,Home,Guillermo Brown,4-1-4-1,4,5,1,32.333333333333,28.0,3.0,11972424
Valentino Werro,1200740,17,F,True,8,16,,,SUS,Home,Guillermo Brown,4-1-4-1,4,5,1,56.666666666667,15.777777777778,9.0,11972424
Matías Soria,973561,12,G,True,0,17,,,SUS,Home,Guillermo Brown,4-1-4-1,4,5,1,,,,11972424
Alan Federico Alan Silva,1654496,18,M,True,0,18,,,SUS,Home,Guillermo Brown,4-1-4-1,4,5,1,,,,11972424
Gustavo Alejandro Chiavetto,1654500,15,M,True,0,19,,,SUS,Home,Guillermo Brown,4-1-4-1,4,5,1,,,,11972424
Kevin Lencina,1094182,19,M,True,0,20,,,SUS,Home,Guillermo Brown,4-1-4-1,4,5,1,,,,11972424
Juan Mendonca,789454,1,G,False,90,1,por,1/1,POR,Away,Güemes,4-4-2,4,4,2,8.5294117647059,45.970588235294,34.0,11972424
Cristian Broggi,895213,4,D,False,90,2,def,1/4,DEF,Away,Güemes,4-4-2,4,4,2,40.816901408451,19.915492957746,71.0,11972424
Tomas Berra,358500,2,D,False,89,3,def,2/4,DEF,Away,Güemes,4-4-2,4,4,2,30.409090909091,35.772727272727,44.0,11972424
Matias Escudero,790026,6,D,False,90,4,def,3/4,DEF,Away,Güemes,4-4-2,4,4,2,30.477611940299,62.701492537313,67.0,11972424
Ramiro Rios,798838,3,D,False,90,5,def,4/4,DEF,Away,Güemes,4-4-2,4,4,2,42.316455696203,83.683544303797,79.0,11972424
Ramiro Rios,798838,3,D,False,90,5,def,4/4,DEF,Away,Güemes,4-4-2,4,4,2,42.316455696203,83.683544303797,79.0,11972424
Ramiro Rios,798838,3,D,False,90,5,def,4/4,DEF,Away,Güemes,4-4-2,4,4,2,42.316455696203,83.683544303797,79.0,11972424
Ramiro Rios,798838,3,D,False,90,5,def,4/4,DEF,Away,Güemes,4-4-2,4,4,2,42.316455696203,83.683544303797,79.0,11972424
Ramiro Rios,798838,3,D,False,90,5,def,4/4,DEF,Away,Güemes,4-4-2,4,4,2,42.316455696203,83.683544303797,79.0,11972424
Milton  Gerez,1654488,7,M,False,90,6,mid_1,1/4,MED,Away,Güemes,4-4-2,4,4,2,58.846153846154,36.346153846154,52.0,11972424
Lautaro Belleggia,871808,8,M,False,64,7,mid_1,2/4,MED,Away,Güemes,4-4-2,4,4,2,50.6,40.15,40.0,11972424
Emiliano Griffa,1389869,5,M,False,80,8,mid_1,3/4,MED,Away,Güemes,4-4-2,4,4,2,44.583333333333,58.016666666667,60.0,11972424
Franco Torres,1098306,11,M,False,64,9,mid_1,4/4,MED,Away,Güemes,4-4-2,4,4,2,57.869565217391,60.847826086957,46.0,11972424
Hernan Brylko,1654395,9,F,False,90,10,ata,1/2,ATA,Away,Güemes,4-4-2,4,4,2,64.058823529412,41.294117647059,34.0,11972424
Ignacio Carruega,1001923,10,F,False,89,11,ata,2/2,ATA,Away,Güemes,4-4-2,4,4,2,60.120689655172,61.758620689655,58.0,11972424
David Véliz,1134870,18,M,True,26,12,,,SUS,Away,Güemes,4-4-2,4,4,2,52.461538461538,70.423076923077,26.0,11972424
Gonzalo Alarcón,957841,17,M,True,26,13,,,SUS,Away,Güemes,4-4-2,4,4,2,52.64,43.2,25.0,11972424
Emanuel Mercado,1018389,20,F,True,10,14,,,SUS,Away,Güemes,4-4-2,4,4,2,59.4,58.8,5.0,11972424
Maximiliano Gabriel Brambillo,1108987,19,M,True,1,15,,,SUS,Away,Güemes,4-4-2,4,4,2,66.8,63.2,5.0,11972424
Nahuel Pezzini,932868,12,G,True,0,16,,,SUS,Away,Güemes,4-4-2,4,4,2,,,,11972424
Walter Juárez,1654489,13,D,True,0,17,,,SUS,Away,Güemes,4-4-2,4,4,2,,,,11972424
Gonzalo Papa,166045,15,M,True,0,18,,,SUS,Away,Güemes,4-4-2,4,4,2,,,,11972424
Axel Musarella,1654413,16,,True,0,19,,,SUS,Away,Güemes,4-4-2,4,4,2,,,,11972424
Luciano Jachfe,1020522,1,G,False,90,1,por,1/1,POR,Home,Mitre,4-1-4-1,4,5,1,9.2758620689655,51.862068965517,29.0,11972433
Brian Mieres,830656,4,D,False,90,2,def,1/4,DEF,Home,Mitre,4-1-4-1,4,5,1,48.066666666667,15.783333333333,60.0,11972433
Oscar Piris,933167,2,D,False,90,3,def,2/4,DEF,Home,Mitre,4-1-4-1,4,5,1,37.191176470588,32.455882352941,68.0,11972433
Tiago Martín Ferreyra,1653851,6,D,False,90,4,def,3/4,DEF,Home,Mitre,4-1-4-1,4,5,1,28.622222222222,63.644444444444,45.0,11972433
